round,loss,train_acc
1,0.0220532,99.6395
2,0.0209079,99.7649
3,0.0196112,99.8589
4,0.0196368,99.8276
5,0.03074,99.6604
6,0.0289843,99.791
7,0.0280874,99.7388
8,0.0291999,99.7126
9,0.0284823,99.7649
10,0.0280203,99.8171
11,0.0269159,99.791
12,0.0280728,99.791
13,0.0281644,99.7649
14,0.0274404,99.7126
15,0.0265834,99.8694
16,0.0273293,99.8171
17,0.0267363,99.8171
18,0.0279865,99.7388
19,0.028676,99.5037
20,0.0261307,99.8433
21,0.0276076,99.6865
22,0.0268217,99.7649
23,0.0263886,99.791
24,0.0275925,99.7388
25,0.0274839,99.791
26,0.0271189,99.8694
27,0.0285618,99.6081
28,0.0270838,99.7388
29,0.0275406,99.7649
30,0.0275311,99.7649
31,0.0267182,99.8433
32,0.0273591,99.791
33,0.0275254,99.7649
34,0.0270278,99.7388
35,0.0272804,99.791
36,0.0261371,99.8433
37,0.0273617,99.6343
38,0.0276847,99.7649
39,0.0273646,99.7126
40,0.0283425,99.6865
41,0.0278583,99.7388
42,0.0287383,99.7388
43,0.0277188,99.6865
44,0.0278068,99.7126
45,0.0279421,99.6865
46,0.0274538,99.7388
47,0.0277953,99.6865
48,0.027663,99.6604
49,0.0289603,99.6343
50,0.028308,99.6604
