round,loss,train_acc
1,0.0437334,99.4357
2,0.0400693,99.6238
3,0.0377707,99.7179
4,0.0349037,99.7022
5,0.0465589,99.7388
6,0.0452948,99.6604
7,0.0437941,99.6604
8,0.0418287,99.791
9,0.0411656,99.7388
10,0.0393823,99.7388
11,0.0393206,99.7126
12,0.0387682,99.791
13,0.037132,99.7649
14,0.0371741,99.7649
15,0.0365535,99.791
16,0.0361584,99.6604
17,0.0355888,99.791
18,0.0355759,99.6604
19,0.0350862,99.7649
20,0.0345525,99.7388
21,0.0342406,99.6865
22,0.0341453,99.6343
23,0.0338205,99.6343
24,0.033678,99.6343
25,0.0341801,99.6343
26,0.032903,99.6343
27,0.0322343,99.7126
28,0.0330344,99.6081
29,0.0326453,99.6343
30,0.0322861,99.6865
31,0.0325404,99.6343
32,0.0312813,99.6604
33,0.0316892,99.6343
34,0.0319171,99.6604
35,0.0316061,99.6343
36,0.0316945,99.6604
37,0.0314571,99.582
38,0.0304032,99.6604
39,0.0310304,99.6865
40,0.0308129,99.6343
41,0.030394,99.6343
42,0.0311067,99.6081
43,0.0300573,99.6081
44,0.0304935,99.6865
45,0.0305982,99.6081
46,0.0299369,99.6865
47,0.0298906,99.6604
48,0.0301935,99.6343
49,0.0301881,99.582
50,0.0299561,99.6343
