round,loss,train_acc
1,0.0102944,99.845
2,0.0088284,99.965
3,0.00816742,99.99
4,0.00792538,99.985
5,0.011624,99.975
6,0.0118503,99.95
7,0.0117735,99.925
8,0.0117335,99.9167
9,0.0115156,99.95
10,0.0120446,99.875
11,0.0115314,99.8917
12,0.0119027,99.8667
13,0.0117093,99.9167
14,0.011925,99.875
15,0.011726,99.8917
16,0.011912,99.8917
17,0.0118465,99.875
18,0.0118799,99.8667
19,0.0117837,99.8833
20,0.012312,99.8083
21,0.0118292,99.8583
22,0.0123872,99.85
23,0.0114737,99.8667
24,0.011793,99.85
25,0.0117536,99.8667
26,0.0118003,99.9167
27,0.0119825,99.85
28,0.0118322,99.8417
29,0.0119052,99.825
30,0.0116709,99.8167
31,0.0120045,99.8333
32,0.0117539,99.8417
33,0.011862,99.85
34,0.012117,99.825
35,0.0120166,99.85
36,0.0122386,99.8333
37,0.0118789,99.8
38,0.0119084,99.8167
39,0.011842,99.8333
40,0.0122728,99.7917
41,0.0119215,99.8417
42,0.0117694,99.8583
43,0.0119806,99.8333
44,0.0117511,99.8
45,0.0122252,99.7917
46,0.0117567,99.8083
47,0.0118598,99.8333
48,0.0119944,99.825
49,0.0118444,99.8083
50,0.011543,99.85
