round,loss,train_acc
1,0.0368335,99.185
2,0.0332316,99.31
3,0.03081,99.395
4,0.0290696,99.43
5,0.0361008,99.375
6,0.0346512,99.425
7,0.0340329,99.3917
8,0.0333585,99.3833
9,0.0328453,99.3917
10,0.0325453,99.3667
11,0.0321299,99.3583
12,0.0315491,99.3917
13,0.0311093,99.4
14,0.0312953,99.3833
15,0.0306984,99.3833
16,0.0309751,99.4083
17,0.0308088,99.4
18,0.0301632,99.4
19,0.0302532,99.375
20,0.0304014,99.4
21,0.0300471,99.3167
22,0.0298162,99.4
23,0.029492,99.4
24,0.0296857,99.4417
25,0.0293096,99.4583
26,0.0291659,99.4333
27,0.0290462,99.3833
28,0.0292892,99.45
29,0.0294622,99.4333
30,0.0288741,99.4833
31,0.029174,99.3917
32,0.0286533,99.4333
33,0.028747,99.4333
34,0.0285449,99.4417
35,0.0287774,99.4333
36,0.0284966,99.4667
37,0.028514,99.4583
38,0.0280055,99.4917
39,0.0285464,99.4417
40,0.028695,99.45
41,0.0281555,99.5167
42,0.0280597,99.4667
43,0.0282624,99.475
44,0.0283037,99.4667
45,0.0278024,99.4667
46,0.0281818,99.4917
47,0.0279492,99.5167
48,0.0278913,99.5083
49,0.0282574,99.4667
50,0.0275878,99.525
