epoch,train_loss,train_acc,test_acc
1,0.0325021,99.2313,49.98
2,0.0298198,99.365,61.16
3,0.0281341,99.4217,67.73
4,0.0270117,99.4423,72.1
5,0.033135,99.3767,75.24
6,0.0321956,99.4017,77.24
7,0.0314947,99.4028,78.94
8,0.0308462,99.4211,80.03
9,0.030623,99.4178,80.93
10,0.030081,99.4311,81.68
11,0.0297209,99.4083,82.33
12,0.0294479,99.4183,82.86
13,0.0291402,99.4406,83.33
14,0.0289937,99.4167,83.8
15,0.0286954,99.4222,84.08
16,0.0286287,99.4294,84.38
17,0.0284216,99.4178,84.6
18,0.028012,99.4478,84.83
19,0.0280628,99.435,84.98
20,0.0278818,99.4294,85.16
21,0.0276818,99.4411,85.38
22,0.0276918,99.4444,85.46
23,0.0274829,99.4389,85.71
24,0.0275019,99.4367,85.65
25,0.0272238,99.4533,85.85
26,0.0272526,99.4378,85.87
27,0.0270451,99.45,85.94
28,0.0271699,99.4367,86.11
29,0.0269754,99.4594,86.15
30,0.0267002,99.4528,86.3
31,0.0268652,99.4383,86.36
32,0.026734,99.4461,86.3
33,0.0267258,99.4333,86.43
34,0.026534,99.4428,86.56
35,0.0264706,99.4583,86.6
36,0.0264228,99.4439,86.65
37,0.0261936,99.4383,86.73
38,0.0262207,99.4511,86.84
39,0.026313,99.4533,86.93
40,0.0263112,99.4594,86.92
41,0.0260408,99.4572,86.98
42,0.0261038,99.4572,87.06
43,0.0260037,99.4511,86.98
44,0.0259267,99.4572,87.02
45,0.0258141,99.465,87.11
46,0.0258549,99.4494,87.03
47,0.0258149,99.4589,87.11
48,0.0257787,99.46,87.17
49,0.0257422,99.4539,87.25
50,0.0256203,99.4767,87.27
