round,loss,train_acc
1,0.0560279,98.416
2,0.0510754,98.688
3,0.048196,98.74
4,0.0459311,98.864
5,0.0530499,98.7067
6,0.0518922,98.74
7,0.0505556,98.7733
8,0.0488175,98.8467
9,0.0493753,98.7867
10,0.0481341,98.8067
11,0.0478448,98.84
12,0.0480947,98.7933
13,0.0464852,98.86
14,0.0462713,98.8867
15,0.0452597,98.8733
16,0.0455063,98.86
17,0.0446458,98.8467
18,0.0444594,98.8733
19,0.0443388,98.8933
20,0.0436182,98.8533
21,0.0439222,98.88
22,0.0433661,98.9
23,0.0434241,98.8467
24,0.0436061,98.8733
25,0.0435442,98.86
26,0.0431793,98.8667
27,0.0425383,98.9133
28,0.0421802,98.8867
29,0.0425185,98.9267
30,0.0421132,98.92
31,0.0422436,98.9333
32,0.0417703,98.9133
33,0.0415712,98.96
34,0.0412848,98.9467
35,0.0414518,98.94
36,0.0414483,98.94
37,0.041472,98.9067
38,0.0409859,98.9533
39,0.040725,98.9467
40,0.0410198,98.96
41,0.0406706,98.9667
