round,loss,train_acc
1,0.00948549,99.84
2,0.00739335,100
3,0.00657139,100
4,0.00636584,99.995
5,0.00941887,99.9833
6,0.00936729,99.9333
7,0.00950251,99.9333
8,0.00920965,99.9417
9,0.00969182,99.925
10,0.00955334,99.8833
11,0.00950613,99.8833
12,0.00970788,99.9
13,0.00971992,99.8917
14,0.0100246,99.875
15,0.00993054,99.8667
16,0.0101358,99.8333
17,0.0102626,99.85
18,0.0102016,99.8583
19,0.010184,99.85
20,0.0100355,99.8583
21,0.010372,99.8417
22,0.01034,99.8083
23,0.0104345,99.825
24,0.0107218,99.825
25,0.0104035,99.8333
26,0.0107089,99.8167
27,0.0108254,99.8167
28,0.0108162,99.8
29,0.0105825,99.85
30,0.0105201,99.8333
31,0.0107243,99.8
32,0.0107218,99.8167
33,0.0106676,99.8083
34,0.0106534,99.8167
35,0.0104392,99.825
36,0.0106973,99.8333
37,0.0107177,99.7833
38,0.010496,99.8333
39,0.010664,99.8
40,0.0109009,99.8167
41,0.0106313,99.825
42,0.0104705,99.8333
43,0.0105602,99.825
44,0.0105931,99.8167
45,0.0106482,99.8167
46,0.0105163,99.825
47,0.0106952,99.8167
48,0.0111437,99.7917
49,0.010781,99.7917
50,0.0108613,99.825
