epoch,train_loss,train_acc,test_acc
1,0.0400197,98.9637,60.44
2,0.0368674,99.1023,70.89
3,0.0347695,99.1687,74.72
4,0.0333938,99.206,76.67
5,0.0391915,99.1356,78.63
6,0.038179,99.15,80.17
7,0.0373426,99.1517,81.2
8,0.0366651,99.185,82.04
9,0.0360455,99.1839,82.75
10,0.0356714,99.1783,83.75
11,0.0352458,99.1861,84.12
12,0.0350481,99.1767,84.22
13,0.0347297,99.1978,84.86
14,0.0343371,99.2056,85.17
15,0.0340081,99.1861,85.32
16,0.0337357,99.2022,85.46
17,0.0334677,99.2044,85.65
18,0.0333218,99.2194,85.7
19,0.0332186,99.2256,86.01
20,0.0328373,99.2006,86.22
21,0.0329073,99.2239,86.3
22,0.0325935,99.2244,86.43
23,0.0324275,99.2178,86.46
24,0.0323702,99.2333,86.61
25,0.0322638,99.2122,86.65
26,0.032092,99.2311,86.68
27,0.0320237,99.2267,86.82
28,0.0318135,99.2456,86.81
29,0.0317275,99.2428,86.82
30,0.0315673,99.2483,86.84
31,0.0315627,99.2406,86.98
32,0.0314615,99.235,86.98
33,0.0312444,99.255,87
34,0.0312886,99.2356,87.02
35,0.0311308,99.2583,87.07
36,0.030945,99.2589,87.09
37,0.0310824,99.2578,87.14
38,0.0307334,99.2744,87.17
39,0.0306858,99.265,87.22
40,0.0306342,99.2822,87.21
41,0.0305098,99.2667,87.29
42,0.0305216,99.2794,87.41
43,0.0304453,99.2661,87.29
44,0.0303154,99.28,87.33
45,0.0302801,99.2711,87.24
46,0.0303879,99.2611,87.32
47,0.0301884,99.28,87.28
