epoch,train_loss,train_acc,test_acc
1,0.0375748,99.26,47.87
2,0.0350702,99.4457,65.41
3,0.0331448,99.5547,73.17
4,0.0317173,99.5967,77.36
5,0.0436765,99.5044,79.69
6,0.0423961,99.5133,81.2
7,0.041529,99.5483,82.35
8,0.0407421,99.55,83.02
9,0.0401165,99.5306,83.77
10,0.0396513,99.5483,84.38
11,0.0389636,99.5528,84.98
12,0.0386113,99.5378,85.47
13,0.0381018,99.5578,85.82
14,0.0380613,99.5383,86.03
15,0.0377115,99.5533,86.28
16,0.0375432,99.5239,86.56
17,0.0371892,99.5417,86.85
18,0.0372651,99.5206,87.1
19,0.0369136,99.5161,87.26
20,0.0366402,99.5444,87.41
21,0.0365702,99.5217,87.48
22,0.0365505,99.5206,87.54
23,0.0365294,99.4939,87.72
24,0.0361525,99.5128,87.77
25,0.0362126,99.4883,87.97
26,0.0360152,99.5061,88.06
27,0.0360129,99.4961,88.16
28,0.0358004,99.5028,88.24
29,0.0359413,99.495,88.34
30,0.035747,99.4933,88.41
31,0.0356346,99.4894,88.45
32,0.0355888,99.4611,88.52
33,0.0355039,99.4633,88.6
34,0.0354307,99.47,88.61
35,0.0352692,99.485,88.69
36,0.0353116,99.4811,88.73
37,0.0353727,99.4678,88.74
38,0.0352469,99.4689,88.77
39,0.0351452,99.48,88.81
40,0.0351616,99.4672,88.85
41,0.0349823,99.4889,88.87
42,0.0351456,99.475,88.9
43,0.0351205,99.4317,88.94
44,0.0349441,99.4517,88.99
45,0.0349871,99.4556,89
46,0.0350148,99.4556,89.1
47,0.0348135,99.45,89.18
48,0.0348832,99.4556,89.19
49,0.0349003,99.4339,89.22
50,0.0346987,99.4583,89.25
