round,loss,train_acc
1,0.0258994,99.4984
2,0.0227472,99.8746
3,0.020352,99.9687
4,0.0185677,99.9687
5,0.0261608,99.9739
6,0.0250582,99.9478
7,0.0240821,99.9739
8,0.0229227,100
9,0.0224547,99.9478
10,0.0221186,99.9739
11,0.0215028,100
12,0.0212104,99.9739
13,0.0216443,99.9478
14,0.0213466,99.9478
15,0.0204886,99.9739
16,0.0204868,99.9478
17,0.0202754,99.9478
18,0.0205383,99.9478
19,0.0201153,99.9739
20,0.0202243,99.9478
21,0.0202012,99.8955
22,0.0210622,99.8694
23,0.0200992,99.9739
24,0.0200338,99.9478
25,0.0203187,99.8433
26,0.0209605,99.8171
27,0.0201961,99.8433
28,0.0201306,99.8433
29,0.0199584,99.8694
30,0.0200579,99.8694
31,0.0198454,99.8433
32,0.0199674,99.8433
33,0.0206762,99.7649
34,0.0195002,99.8694
35,0.0204996,99.791
36,0.0200193,99.8433
37,0.0203148,99.8433
38,0.0196291,99.8433
39,0.0203785,99.8694
40,0.0201441,99.8171
41,0.0201912,99.791
42,0.0198526,99.8171
43,0.0205881,99.8433
44,0.0199656,99.791
45,0.0198576,99.791
46,0.0199779,99.8694
47,0.0198462,99.8433
48,0.0202272,99.7649
49,0.0204869,99.791
50,0.0200741,99.8171
