round,loss,train_acc
1,0.0160946,99.696
2,0.0139122,99.824
3,0.0126152,99.852
4,0.011765,99.828
5,0.0156112,99.8
6,0.0153144,99.8067
7,0.0148901,99.82
8,0.0147082,99.8133
9,0.0140991,99.8333
10,0.0141267,99.82
11,0.0140394,99.8133
12,0.0144294,99.8
13,0.0139541,99.8133
14,0.0139204,99.8
15,0.0137867,99.78
16,0.0140413,99.78
17,0.0136057,99.7933
18,0.0137914,99.7733
19,0.0135084,99.7933
20,0.0135113,99.7667
21,0.0134714,99.7933
22,0.0136006,99.7733
23,0.0134221,99.78
24,0.0133198,99.7867
25,0.0134275,99.7667
26,0.0133964,99.7667
27,0.013778,99.7533
28,0.0133209,99.7933
29,0.0135513,99.78
30,0.0134275,99.7467
31,0.0134099,99.8133
32,0.0132141,99.7933
33,0.0131759,99.7667
34,0.0134676,99.7667
35,0.0135075,99.7933
36,0.0132472,99.8
37,0.013173,99.78
38,0.0134004,99.7867
39,0.0132083,99.7867
40,0.0139491,99.7733
