round,loss,train_acc
1,0.0198588,99.6099
2,0.0188742,99.6489
3,0.0178711,99.7919
4,0.0166015,99.8049
5,0.0238123,99.7833
6,0.022156,99.8916
7,0.0220902,99.8266
8,0.0221974,99.8916
9,0.0208743,99.935
10,0.0209675,99.9133
11,0.0202464,99.9133
12,0.0205384,99.935
13,0.0208996,99.8916
14,0.0195666,99.9133
15,0.0204142,99.8266
16,0.0201187,99.87
17,0.0194218,99.9567
18,0.0195691,99.8483
19,0.018945,99.935
20,0.0198059,99.9133
21,0.0196636,99.87
22,0.0187178,99.8916
23,0.019179,99.8049
24,0.0186187,99.8916
25,0.0186119,99.9133
26,0.0188223,99.8916
27,0.0191807,99.8483
28,0.0182808,99.935
29,0.0182285,99.9133
30,0.0190806,99.7616
31,0.018881,99.8483
32,0.0182357,99.87
33,0.0180131,99.87
34,0.0186677,99.8266
35,0.0195594,99.87
36,0.0179275,99.87
37,0.0197102,99.935
38,0.0178725,99.8266
39,0.0179431,99.8266
40,0.018353,99.8483
41,0.0177277,99.8483
42,0.0186923,99.87
43,0.0186021,99.8049
44,0.0187645,99.8049
45,0.018675,99.8483
46,0.0178242,99.7616
47,0.017983,99.7399
48,0.0188367,99.8049
49,0.0180164,99.7833
50,0.0179123,99.87
51,0.0178951,99.7833
52,0.0185265,99.8483
53,0.0184079,99.7833
54,0.0176495,99.8049
55,0.0184546,99.7182
56,0.0173808,99.87
