epoch,train_loss,train_acc,test_acc
1,0.034712,99.2957,48.88
2,0.0320267,99.4693,65.89
3,0.0301788,99.5833,72.42
4,0.0287739,99.6227,76.27
5,0.0393787,99.5294,78.73
6,0.0383543,99.5461,80.45
7,0.0373678,99.5661,81.73
8,0.0365996,99.5628,82.87
9,0.0360432,99.5683,83.5
10,0.0354564,99.5706,84.16
11,0.0348971,99.5833,84.63
12,0.0347656,99.565,85.13
13,0.034653,99.5661,85.44
14,0.0342052,99.5678,85.78
15,0.033927,99.5539,85.99
16,0.0337415,99.5594,86.2
17,0.0341672,99.5461,86.42
18,0.0334727,99.5522,86.58
19,0.0331133,99.555,86.78
20,0.0332868,99.5361,86.94
21,0.0328515,99.5506,87.15
22,0.032973,99.5489,87.25
23,0.032722,99.5239,87.36
24,0.0325396,99.5294,87.44
25,0.0324111,99.5211,87.57
26,0.0324236,99.5339,87.63
27,0.0322286,99.5217,87.69
28,0.0321398,99.5172,87.76
29,0.032152,99.5256,87.86
30,0.032373,99.5139,87.97
31,0.031866,99.53,88.05
32,0.0317742,99.5278,88.1
33,0.0319704,99.5156,88.22
34,0.0317993,99.5183,88.19
35,0.0318485,99.5128,88.32
36,0.0318752,99.5122,88.35
37,0.0317209,99.5261,88.41
38,0.0314983,99.5133,88.45
39,0.0317611,99.4933,88.49
40,0.0315626,99.4967,88.55
41,0.0314802,99.4933,88.59
42,0.031399,99.5011,88.69
43,0.031258,99.5083,88.7
44,0.031296,99.4933,88.72
45,0.0315448,99.5072,88.79
46,0.0312696,99.5061,88.84
47,0.0311187,99.4828,88.86
48,0.0312722,99.4883,88.87
49,0.0311183,99.5011,88.89
50,0.0311544,99.4856,88.89
51,0.0310276,99.5,88.95
52,0.0309193,99.4906,89.02
53,0.031163,99.4956,88.99
54,0.0310091,99.495,89.05
55,0.0309079,99.4844,88.98
56,0.0311175,99.48,89
