round,loss,train_acc
1,0.0133612,99.7546
2,0.0120286,99.8313
3,0.0106666,99.9387
4,0.0102117,99.9387
5,0.0145716,99.9233
6,0.0138656,99.9617
7,0.0138859,99.9489
8,0.0137006,99.9233
9,0.0131922,99.9361
10,0.013518,99.8978
11,0.013316,99.885
12,0.0133557,99.9105
13,0.0125511,99.9489
14,0.0130327,99.885
15,0.012713,99.9617
16,0.0127683,99.9233
17,0.0128622,99.8978
18,0.0124153,99.9233
19,0.0124558,99.9233
20,0.0131696,99.8466
21,0.0125607,99.8978
22,0.0127323,99.8978
23,0.0124869,99.885
24,0.0123074,99.885
25,0.0125719,99.885
26,0.0127676,99.8466
27,0.012238,99.9233
28,0.0121891,99.8466
29,0.0126154,99.7955
30,0.0122811,99.8466
31,0.0125116,99.8466
32,0.0123013,99.885
33,0.01232,99.8466
34,0.0122505,99.9233
35,0.0121979,99.885
36,0.0123993,99.8338
37,0.0122106,99.8722
38,0.0121538,99.885
39,0.0126819,99.8466
40,0.0119727,99.8594
41,0.011891,99.8594
42,0.0126673,99.8466
43,0.0121375,99.8722
44,0.0124103,99.7827
45,0.0121588,99.8594
46,0.012413,99.8338
47,0.0120616,99.8466
48,0.012214,99.8594
49,0.0122636,99.8211
50,0.0118877,99.8594
51,0.0120286,99.8338
