epoch,train_loss,train_acc,test_acc
1,0.0338705,99.2303,47.09
2,0.0313945,99.3683,71.75
3,0.0294983,99.4737,79.14
4,0.0283342,99.4993,82.01
5,0.0362113,99.4339,83.58
6,0.035252,99.45,84.41
7,0.0345061,99.4622,85.11
8,0.0338288,99.4539,85.61
9,0.0333295,99.4683,86
10,0.0327386,99.465,86.37
11,0.0324063,99.4828,86.52
12,0.0322292,99.4744,86.75
13,0.0318109,99.4728,86.91
14,0.0315075,99.4683,87.07
15,0.0312766,99.4656,87.24
16,0.0310075,99.46,87.45
17,0.0309698,99.4611,87.58
18,0.0307529,99.47,87.69
19,0.0306007,99.4606,87.76
20,0.0303666,99.4628,87.84
21,0.0302825,99.4672,87.92
22,0.0301055,99.4589,88.11
23,0.0300094,99.4639,88.21
24,0.030039,99.4589,88.25
25,0.0298314,99.4694,88.32
26,0.0295502,99.47,88.38
27,0.0295915,99.4583,88.42
28,0.02951,99.45,88.47
29,0.0294325,99.4633,88.51
30,0.0294196,99.4561,88.52
31,0.0292048,99.4689,88.53
32,0.0291636,99.4644,88.62
33,0.0290675,99.4594,88.67
34,0.0289736,99.4611,88.71
35,0.028929,99.4556,88.71
36,0.0288552,99.4667,88.69
37,0.0287105,99.4606,88.78
38,0.0286567,99.4656,88.83
39,0.0287419,99.4628,88.86
40,0.0286464,99.4522,88.87
41,0.0285951,99.4617,88.87
42,0.0285727,99.4533,88.89
43,0.0284708,99.4667,88.9
44,0.0283752,99.4572,88.92
45,0.02834,99.4722,88.92
46,0.0283825,99.4617,89.04
47,0.0282485,99.4622,89.03
48,0.0281524,99.4689,89.05
49,0.0281683,99.47,89.06
50,0.0281568,99.4606,89.08
51,0.0280445,99.4706,89.07
