epoch,train_loss,train_acc,test_acc
1,0.169756,95.0203,69.84
2,0.149305,95.6103,77.2
3,0.141018,95.8177,81.1
4,0.136144,95.9723,81.84
5,0.135963,95.9761,82.1
6,0.134425,96.0367,81.73
7,0.133011,96.0428,83.3
8,0.13194,96.1278,83.42
9,0.130667,96.1556,83.42
10,0.129565,96.1911,84.56
11,0.128658,96.2289,83.35
12,0.128116,96.2456,84.28
13,0.127173,96.2972,84.4
14,0.126465,96.2922,83.68
15,0.125874,96.3039,83.09
16,0.12537,96.3067,83.47
17,0.124795,96.3328,84.28
18,0.124194,96.3867,83.82
19,0.123808,96.3578,84.45
20,0.123506,96.3539,84.28
21,0.123039,96.4044,84.63
22,0.122396,96.4122,84.25
23,0.122373,96.4094,84.01
24,0.121654,96.445,84.31
25,0.121507,96.4494,84.48
26,0.120967,96.48,84.21
27,0.120822,96.45,84.35
28,0.120684,96.4644,83.81
29,0.120284,96.4828,84.67
30,0.119764,96.4922,84.65
31,0.119606,96.4867,83.54
32,0.119193,96.5189,84.36
33,0.119188,96.5022,84.65
34,0.11888,96.535,84.59
35,0.118616,96.545,85.08
36,0.118449,96.5194,84.29
37,0.11812,96.5267,84.89
38,0.11786,96.5706,84.13
39,0.117608,96.5611,85.1
40,0.117492,96.545,84.62
