round,loss,train_acc
1,0.0796186,97.7633
2,0.0757585,98.0624
3,0.0719247,98.2185
4,0.0702998,98.3615
5,0.0867941,98.0494
6,0.0834887,98.0711
7,0.0825472,98.0061
8,0.0833744,98.0494
9,0.0803487,97.9627
10,0.0786513,98.3528
11,0.0777268,98.2445
12,0.0782007,98.0494
13,0.0765153,98.2011
14,0.0748271,98.2228
15,0.0757531,98.0494
16,0.0749654,98.1361
17,0.0991033,97.941
18,0.0750278,98.1361
19,0.0734445,98.2228
20,0.0720646,98.2661
21,0.0721807,98.2228
22,0.0757447,98.3528
23,0.0726316,98.2011
24,0.0709611,98.3312
25,0.070469,98.2661
26,0.0703124,98.3312
27,0.0710078,98.3528
28,0.0692236,98.2445
29,0.0697104,98.3528
30,0.0831095,98.2228
31,0.0706683,98.2661
32,0.0701116,98.2228
33,0.0703213,98.2445
34,0.0688244,98.4395
35,0.0707853,98.3312
36,0.0733592,98.2445
37,0.0685288,98.2228
38,0.0696242,98.1795
39,0.0677389,98.2878
40,0.0668478,98.2878
41,0.0676925,98.1795
42,0.0668593,98.4612
43,0.0655994,98.3962
44,0.067914,98.2661
45,0.0653437,98.3312
46,0.0650705,98.5046
47,0.065452,98.3745
48,0.0667747,98.4612
49,0.0656545,98.3312
50,0.0659933,98.2011
51,0.0651971,98.3962
52,0.064674,98.2878
53,0.063913,98.3528
54,0.0654287,98.2445
55,0.0651267,98.4395
56,0.0660949,98.3745
57,0.0646928,98.4179
1054,99.7099
59,0.019763,99.6615
60,0.020253,99.6776
