round,loss,train_acc
1,0.027044,99.6619
2,0.0255487,99.8179
3,0.0236484,99.896
4,0.0233038,99.8049
5,0.0350024,99.7833
6,0.0333056,99.7399
7,0.0332145,99.8483
8,0.0326626,99.6966
9,0.0325163,99.6316
10,0.0314658,99.8483
11,0.0302305,99.9133
12,0.0303696,99.8483
13,0.0301596,99.8049
14,0.0297017,99.7833
15,0.0300305,99.7399
16,0.029088,99.7833
17,0.0302798,99.7833
18,0.0290038,99.8049
19,0.0285277,99.87
20,0.028152,99.9133
21,0.0284747,99.8049
22,0.0283511,99.8266
23,0.0290782,99.7399
24,0.0282889,99.7616
25,0.0284367,99.6966
26,0.0281961,99.7833
27,0.0284529,99.6966
28,0.0268086,99.8266
29,0.0273717,99.8049
30,0.0279965,99.8266
31,0.0278398,99.7182
32,0.028057,99.7616
33,0.0282878,99.7616
34,0.0272878,99.7616
35,0.0267987,99.8483
36,0.0266697,99.7833
37,0.0268934,99.7616
38,0.0275936,99.7182
39,0.0267407,99.8266
40,0.0266519,99.8483
41,0.0263488,99.8483
42,0.026821,99.7616
43,0.0265773,99.7833
44,0.0267346,99.7182
45,0.0258605,99.935
46,0.027266,99.7182
47,0.0270279,99.8049
48,0.0264669,99.7833
49,0.0261363,99.7833
50,0.0263289,99.8049
51,0.026216,99.87
52,0.0263564,99.7833
53,0.0260163,99.8916
54,0.0260948,99.7833
55,0.0270711,99.6749
56,0.0258364,99.7833
57,0.0271213,99.6316
0.0258822,99.7743
59,0.0260498,99.726
60,0.0256978,99.7743
