round,loss,train_acc
1,0.0212514,99.6879
2,0.0179289,99.974
3,0.0160518,100
4,0.014896,99.974
5,0.0207132,100
6,0.020936,99.935
7,0.0204657,99.935
8,0.0194071,99.9567
9,0.019265,99.9567
10,0.0190236,99.935
11,0.0188522,99.9567
12,0.0183804,99.9783
13,0.0185411,99.9783
14,0.0184433,99.935
15,0.0186605,99.9133
16,0.0183395,99.9133
17,0.017896,99.8916
18,0.018414,99.87
19,0.0182144,99.8483
20,0.0196038,99.8916
21,0.0179051,99.87
22,0.0184535,99.87
23,0.0182843,99.9133
24,0.0182724,99.8483
25,0.0179786,99.8916
26,0.0179333,99.8916
27,0.0198408,99.935
28,0.0183908,99.8483
29,0.0179852,99.8483
30,0.0179449,99.9133
31,0.0180088,99.8916
32,0.0176478,99.87
33,0.0178442,99.87
34,0.0181838,99.8483
35,0.0178552,99.87
36,0.0175491,99.8916
37,0.0174785,99.8916
38,0.0176937,99.8483
39,0.0179494,99.8266
40,0.0176301,99.8483
41,0.0175447,99.8049
42,0.0171158,99.9133
43,0.0177139,99.8483
44,0.0183579,99.8049
45,0.0175611,99.8483
46,0.0176388,99.8483
47,0.01793,99.7833
48,0.0180276,99.87
49,0.0184912,99.8916
50,0.0177741,99.8266
51,0.017521,99.8049
52,0.0175656,99.8483
53,0.0175374,99.87
54,0.0176408,99.8266
55,0.0177323,99.7833
56,0.0182611,99.8049
57,0.0170645,99.8916
,0.0252406,99.4842
58,0.0244065,99.6293
59,0.024373,99.4681
60,0.0250629,99.5809
