epoch,train_loss,train_acc,test_acc
1,0.0347306,99.299,43.87
2,0.0320217,99.4783,62.8
3,0.0302213,99.571,71.86
4,0.028795,99.6207,76.54
5,0.0394331,99.5367,78.99
6,0.0383264,99.5467,81.02
7,0.0374003,99.5633,82.06
8,0.0366227,99.5606,83.08
9,0.0360649,99.5667,83.85
10,0.0354562,99.5867,84.58
11,0.0349407,99.5889,85.09
12,0.0348268,99.5639,85.58
13,0.0346354,99.5594,86.01
14,0.0341952,99.5711,86.25
15,0.0339515,99.5517,86.43
16,0.0337742,99.5528,86.6
17,0.0341639,99.5428,86.78
18,0.0334516,99.5383,87.01
19,0.03311,99.5617,87.2
20,0.0332756,99.5394,87.28
21,0.0328465,99.5522,87.39
22,0.0329729,99.5506,87.52
23,0.0327104,99.5206,87.61
24,0.0325764,99.5361,87.77
25,0.0324068,99.5278,87.88
26,0.0324302,99.5239,88.01
27,0.032246,99.525,88.07
28,0.0321449,99.5206,88.1
29,0.0321723,99.525,88.19
30,0.0323747,99.5178,88.2
31,0.0318773,99.5217,88.3
32,0.0317844,99.5211,88.34
33,0.031962,99.5189,88.44
34,0.0317669,99.5094,88.47
35,0.0318466,99.5133,88.5
36,0.0318774,99.5078,88.55
37,0.0317206,99.5183,88.62
38,0.0314893,99.5011,88.64
39,0.0317353,99.4944,88.73
40,0.031581,99.4833,88.71
41,0.0314683,99.4872,88.74
42,0.0313977,99.5011,88.76
43,0.0312547,99.5006,88.79
44,0.0313003,99.4933,88.84
45,0.031532,99.505,88.91
46,0.0312595,99.5,88.94
47,0.0311086,99.5011,89
48,0.0312733,99.4983,89
49,0.0311164,99.4983,89.03
50,0.0311563,99.485,89.02
51,0.0310296,99.5,89.1
52,0.0309147,99.49,89.14
53,0.0311708,99.4978,89.14
54,0.031016,99.4911,89.17
55,0.0309222,99.4889,89.13
56,0.0311401,99.4911,89.13
57,0.0307772,99.4722,89.15
9.5367,88.41
58,0.0268226,99.5439,88.45
59,0.0268429,99.5294,88.51
60,0.0267768,99.5461,88.51
