sweep_id,date_time,max_spheres,ray_depth,num_spheres,block_size,implementation,openmp_time_s,kernel_time_s,memory_transfer_time_s,total_without_mem_s,total_with_mem_s,throughput_mpixels_sec,speedup_vs_openmp_kernel,speedup_vs_openmp_with_mem
2,2026-05-18_12-09-03,512,50,200,64,GLOBAL,656.668,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-09-03,512,50,200,64,CONSTANT,656.668,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-09-03,512,50,200,64,SHARED,656.668,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-09-03,512,50,200,64,1D TEXTURE,656.668,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-09-03,512,50,200,64,2D TEXTURE,656.668,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-09-03,512,50,200,64,2D TEXTURE + CONSTANT,656.668,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-09-03,512,50,200,64,REALISTIC,656.668,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-20-01,512,50,200,64,OPENMP,656.612,656.612,0.000,656.612,656.612,0.000624,1.000000,1.000000
2,2026-05-18_12-20-01,512,50,200,64,GLOBAL,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-20-01,512,50,200,64,CONSTANT,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-20-01,512,50,200,64,SHARED,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-20-01,512,50,200,64,1D TEXTURE,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-20-01,512,50,200,64,2D TEXTURE,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-20-01,512,50,200,64,2D TEXTURE + CONSTANT,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-20-01,512,50,200,64,REALISTIC,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-30-59,512,50,200,128,OPENMP,658.141,658.141,0.000,658.141,658.141,0.000622,1.000000,1.000000
2,2026-05-18_12-30-59,512,50,200,128,GLOBAL,658.141,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-30-59,512,50,200,128,CONSTANT,658.141,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-30-59,512,50,200,128,SHARED,658.141,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-30-59,512,50,200,128,1D TEXTURE,658.141,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-30-59,512,50,200,128,2D TEXTURE,658.141,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-30-59,512,50,200,128,2D TEXTURE + CONSTANT,658.141,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-30-59,512,50,200,128,REALISTIC,658.141,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-41-58,512,50,200,128,OPENMP,656.612,656.612,0.000,656.612,656.612,0.000624,1.000000,1.000000
2,2026-05-18_12-41-58,512,50,200,128,GLOBAL,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-41-58,512,50,200,128,CONSTANT,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-41-58,512,50,200,128,SHARED,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-41-58,512,50,200,128,1D TEXTURE,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-41-58,512,50,200,128,2D TEXTURE,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-41-58,512,50,200,128,2D TEXTURE + CONSTANT,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-41-58,512,50,200,128,REALISTIC,656.612,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-52-56,512,50,200,128,OPENMP,656.811,656.811,0.000,656.811,656.811,0.000624,1.000000,1.000000
2,2026-05-18_12-52-56,512,50,200,128,GLOBAL,656.811,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-52-56,512,50,200,128,CONSTANT,656.811,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-52-56,512,50,200,128,SHARED,656.811,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-52-56,512,50,200,128,1D TEXTURE,656.811,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-52-56,512,50,200,128,2D TEXTURE,656.811,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-52-56,512,50,200,128,2D TEXTURE + CONSTANT,656.811,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_12-52-56,512,50,200,128,REALISTIC,656.811,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-03-54,512,50,200,256,OPENMP,660.634,660.634,0.000,660.634,660.634,0.000620,1.000000,1.000000
2,2026-05-18_13-03-54,512,50,200,256,GLOBAL,660.634,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-03-54,512,50,200,256,CONSTANT,660.634,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-03-54,512,50,200,256,SHARED,660.634,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-03-54,512,50,200,256,1D TEXTURE,660.634,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-03-54,512,50,200,256,2D TEXTURE,660.634,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-03-54,512,50,200,256,2D TEXTURE + CONSTANT,660.634,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-03-54,512,50,200,256,REALISTIC,660.634,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-14-56,512,50,200,256,OPENMP,657.580,657.580,0.000,657.580,657.580,0.000623,1.000000,1.000000
2,2026-05-18_13-14-56,512,50,200,256,GLOBAL,657.580,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-14-56,512,50,200,256,CONSTANT,657.580,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-14-56,512,50,200,256,SHARED,657.580,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-14-56,512,50,200,256,1D TEXTURE,657.580,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-14-56,512,50,200,256,2D TEXTURE,657.580,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-14-56,512,50,200,256,2D TEXTURE + CONSTANT,657.580,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-14-56,512,50,200,256,REALISTIC,657.580,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-25-55,512,50,200,256,OPENMP,659.070,659.070,0.000,659.070,659.070,0.000621,1.000000,1.000000
2,2026-05-18_13-25-55,512,50,200,256,GLOBAL,659.070,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-25-55,512,50,200,256,CONSTANT,659.070,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-25-55,512,50,200,256,SHARED,659.070,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-25-55,512,50,200,256,1D TEXTURE,659.070,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-25-55,512,50,200,256,2D TEXTURE,659.070,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-25-55,512,50,200,256,2D TEXTURE + CONSTANT,659.070,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-25-55,512,50,200,256,REALISTIC,659.070,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-36-55,512,50,200,512,OPENMP,660.192,660.192,0.000,660.192,660.192,0.000620,1.000000,1.000000
2,2026-05-18_13-36-55,512,50,200,512,GLOBAL,660.192,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-36-55,512,50,200,512,CONSTANT,660.192,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-36-55,512,50,200,512,SHARED,660.192,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-36-55,512,50,200,512,1D TEXTURE,660.192,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-36-55,512,50,200,512,2D TEXTURE,660.192,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-36-55,512,50,200,512,2D TEXTURE + CONSTANT,660.192,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-36-55,512,50,200,512,REALISTIC,660.192,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-47-57,512,50,200,512,OPENMP,658.104,658.104,0.000,658.104,658.104,0.000622,1.000000,1.000000
2,2026-05-18_13-47-57,512,50,200,512,GLOBAL,658.104,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-47-57,512,50,200,512,CONSTANT,658.104,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-47-57,512,50,200,512,SHARED,658.104,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-47-57,512,50,200,512,1D TEXTURE,658.104,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-47-57,512,50,200,512,2D TEXTURE,658.104,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-47-57,512,50,200,512,2D TEXTURE + CONSTANT,658.104,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-47-57,512,50,200,512,REALISTIC,658.104,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-58-56,512,50,200,512,OPENMP,657.498,657.498,0.000,657.498,657.498,0.000623,1.000000,1.000000
2,2026-05-18_13-58-56,512,50,200,512,GLOBAL,657.498,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-58-56,512,50,200,512,CONSTANT,657.498,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-58-56,512,50,200,512,SHARED,657.498,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-58-56,512,50,200,512,1D TEXTURE,657.498,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-58-56,512,50,200,512,2D TEXTURE,657.498,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-58-56,512,50,200,512,2D TEXTURE + CONSTANT,657.498,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_13-58-56,512,50,200,512,REALISTIC,657.498,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-09-54,512,50,200,1024,OPENMP,657.875,657.875,0.000,657.875,657.875,0.000623,1.000000,1.000000
2,2026-05-18_14-09-54,512,50,200,1024,GLOBAL,657.875,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-09-54,512,50,200,1024,CONSTANT,657.875,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-09-54,512,50,200,1024,SHARED,657.875,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-09-54,512,50,200,1024,1D TEXTURE,657.875,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-09-54,512,50,200,1024,2D TEXTURE,657.875,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-09-54,512,50,200,1024,2D TEXTURE + CONSTANT,657.875,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-09-54,512,50,200,1024,REALISTIC,657.875,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-20-54,512,50,200,1024,OPENMP,662.120,662.120,0.000,662.120,662.120,0.000619,1.000000,1.000000
2,2026-05-18_14-20-54,512,50,200,1024,GLOBAL,662.120,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-20-54,512,50,200,1024,CONSTANT,662.120,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-20-54,512,50,200,1024,SHARED,662.120,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-20-54,512,50,200,1024,1D TEXTURE,662.120,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-20-54,512,50,200,1024,2D TEXTURE,662.120,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-20-54,512,50,200,1024,2D TEXTURE + CONSTANT,662.120,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-20-54,512,50,200,1024,REALISTIC,662.120,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-31-57,512,50,200,1024,OPENMP,655.986,655.986,0.000,655.986,655.986,0.000624,1.000000,1.000000
2,2026-05-18_14-31-57,512,50,200,1024,GLOBAL,655.986,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-31-57,512,50,200,1024,CONSTANT,655.986,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-31-57,512,50,200,1024,SHARED,655.986,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-31-57,512,50,200,1024,1D TEXTURE,655.986,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-31-57,512,50,200,1024,2D TEXTURE,655.986,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-31-57,512,50,200,1024,2D TEXTURE + CONSTANT,655.986,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-31-57,512,50,200,1024,REALISTIC,655.986,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-42-54,512,50,50,256,OPENMP,194.531,194.531,0.000,194.531,194.531,0.002106,1.000000,1.000000
2,2026-05-18_14-42-54,512,50,50,256,GLOBAL,194.531,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-42-54,512,50,50,256,CONSTANT,194.531,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-42-54,512,50,50,256,SHARED,194.531,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-42-54,512,50,50,256,1D TEXTURE,194.531,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-42-54,512,50,50,256,2D TEXTURE,194.531,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-42-54,512,50,50,256,2D TEXTURE + CONSTANT,194.531,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-42-54,512,50,50,256,REALISTIC,194.531,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-46-10,512,50,50,256,OPENMP,188.326,188.326,0.000,188.326,188.326,0.002175,1.000000,1.000000
2,2026-05-18_14-46-10,512,50,50,256,GLOBAL,188.326,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-46-10,512,50,50,256,CONSTANT,188.326,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-46-10,512,50,50,256,SHARED,188.326,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-46-10,512,50,50,256,1D TEXTURE,188.326,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-46-10,512,50,50,256,2D TEXTURE,188.326,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-46-10,512,50,50,256,2D TEXTURE + CONSTANT,188.326,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-46-10,512,50,50,256,REALISTIC,188.326,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-49-19,512,50,50,256,OPENMP,198.155,198.155,0.000,198.155,198.155,0.002067,1.000000,1.000000
2,2026-05-18_14-49-19,512,50,50,256,GLOBAL,198.155,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-49-19,512,50,50,256,CONSTANT,198.155,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-49-19,512,50,50,256,SHARED,198.155,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-49-19,512,50,50,256,1D TEXTURE,198.155,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-49-19,512,50,50,256,2D TEXTURE,198.155,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-49-19,512,50,50,256,2D TEXTURE + CONSTANT,198.155,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-49-19,512,50,50,256,REALISTIC,198.155,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-52-39,512,50,100,256,OPENMP,361.478,361.478,0.000,361.478,361.478,0.001133,1.000000,1.000000
2,2026-05-18_14-52-39,512,50,100,256,GLOBAL,361.478,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-52-39,512,50,100,256,CONSTANT,361.478,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-52-39,512,50,100,256,SHARED,361.478,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-52-39,512,50,100,256,1D TEXTURE,361.478,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-52-39,512,50,100,256,2D TEXTURE,361.478,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-52-39,512,50,100,256,2D TEXTURE + CONSTANT,361.478,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-52-39,512,50,100,256,REALISTIC,361.478,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-58-41,512,50,100,256,OPENMP,370.799,370.799,0.000,370.799,370.799,0.001105,1.000000,1.000000
2,2026-05-18_14-58-41,512,50,100,256,GLOBAL,370.799,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-58-41,512,50,100,256,CONSTANT,370.799,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-58-41,512,50,100,256,SHARED,370.799,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-58-41,512,50,100,256,1D TEXTURE,370.799,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-58-41,512,50,100,256,2D TEXTURE,370.799,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-58-41,512,50,100,256,2D TEXTURE + CONSTANT,370.799,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_14-58-41,512,50,100,256,REALISTIC,370.799,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-04-53,512,50,100,256,OPENMP,354.706,354.706,0.000,354.706,354.706,0.001155,1.000000,1.000000
2,2026-05-18_15-04-53,512,50,100,256,GLOBAL,354.706,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-04-53,512,50,100,256,CONSTANT,354.706,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-04-53,512,50,100,256,SHARED,354.706,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-04-53,512,50,100,256,1D TEXTURE,354.706,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-04-53,512,50,100,256,2D TEXTURE,354.706,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-04-53,512,50,100,256,2D TEXTURE + CONSTANT,354.706,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-04-53,512,50,100,256,REALISTIC,354.706,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-10-49,512,50,200,256,OPENMP,659.241,659.241,0.000,659.241,659.241,0.000621,1.000000,1.000000
2,2026-05-18_15-10-49,512,50,200,256,GLOBAL,659.241,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-10-49,512,50,200,256,CONSTANT,659.241,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-10-49,512,50,200,256,SHARED,659.241,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-10-49,512,50,200,256,1D TEXTURE,659.241,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-10-49,512,50,200,256,2D TEXTURE,659.241,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-10-49,512,50,200,256,2D TEXTURE + CONSTANT,659.241,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-10-49,512,50,200,256,REALISTIC,659.241,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-21-50,512,50,200,256,OPENMP,657.818,657.818,0.000,657.818,657.818,0.000623,1.000000,1.000000
2,2026-05-18_15-21-50,512,50,200,256,GLOBAL,657.818,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-21-50,512,50,200,256,CONSTANT,657.818,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-21-50,512,50,200,256,SHARED,657.818,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-21-50,512,50,200,256,1D TEXTURE,657.818,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-21-50,512,50,200,256,2D TEXTURE,657.818,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
2,2026-05-18_15-21-50,512,50,200,256,2D TEXTURE + CONSTANT,657.818,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000
