round,loss,train_acc
1,0.093844,97.315
2,0.0900594,97.435
3,0.0869872,97.63
4,0.0845876,97.595
5,0.0960218,97.4333
6,0.0939698,97.5167
7,0.0916501,97.5667
8,0.089963,97.5667
9,0.0891078,97.6583
10,0.0871732,97.65
11,0.086483,97.7167
12,0.0846234,97.7417
13,0.0834552,97.7917
14,0.0826319,97.8667
15,0.0818542,97.7667
16,0.0814788,97.825
17,0.0803817,97.725
18,0.0795173,97.8333
19,0.0789523,97.9333
20,0.0784792,97.95
21,0.0771035,97.9667
22,0.0769621,97.95
23,0.0768648,97.9417
24,0.0762643,98.05
25,0.0759512,97.9083
26,0.074897,98.0167
27,0.0747183,98.0583
28,0.0744868,97.9667
29,0.0737591,98.1333
30,0.073638,97.9917
31,0.073523,98
32,0.0729894,98.025
33,0.0728127,98.0167
34,0.0721125,98.1417
35,0.07144,98.0917
36,0.0721565,97.9917
37,0.0708454,98.1083
38,0.0712217,98.0083
39,0.0704707,98.0917
40,0.070158,98.15
41,0.0700848,98.125
42,0.0700852,98.125
43,0.0698819,98.1417
44,0.0691506,98.1833
45,0.0691819,98.2333
46,0.0687187,98.15
47,0.0687487,98.1917
48,0.0691078,98.1583
49,0.0680015,98.2333
50,0.0686684,98.125
