round,loss,train_acc
1,0.0182657,99.6718
2,0.0167907,99.7846
3,0.0156728,99.8769
4,0.0151896,99.8564
5,0.0226142,99.8291
6,0.0223471,99.8462
7,0.0221158,99.7436
8,0.0219887,99.7778
9,0.0215057,99.812
10,0.0214652,99.8291
11,0.0215143,99.7949
12,0.0207284,99.8291
13,0.0208473,99.7949
14,0.0216159,99.7778
15,0.0204784,99.8291
16,0.0203116,99.812
17,0.0199327,99.7778
18,0.0202747,99.8633
19,0.0201713,99.8462
20,0.0206169,99.812
21,0.0201007,99.8462
22,0.0204372,99.8291
23,0.0207077,99.7607
24,0.0212131,99.7607
25,0.0203663,99.8462
26,0.0201488,99.7607
27,0.0200373,99.8462
28,0.0198425,99.812
29,0.0196737,99.8462
30,0.0206262,99.7778
31,0.0199263,99.7607
32,0.0199714,99.8462
33,0.0202554,99.7436
34,0.0207446,99.7949
35,0.0195957,99.812
36,0.0208294,99.6923
37,0.0203993,99.7949
38,0.0201371,99.8803
39,0.0202237,99.7607
40,0.019542,99.7778
41,0.0205149,99.7436
42,0.0200194,99.641
43,0.0197948,99.7607
44,0.019883,99.7607
45,0.0193476,99.8291
46,0.0197323,99.812
