round,loss,train_acc
1,0.0190329,99.6693
2,0.0171124,99.7829
3,0.0160325,99.9277
4,0.0147423,99.9483
5,0.0225543,99.8966
6,0.0214002,99.8966
7,0.0211119,99.9311
8,0.0209547,99.8966
9,0.0210816,99.8622
10,0.0205686,99.8966
11,0.0213167,99.7933
12,0.0213563,99.7588
13,0.0204306,99.8794
14,0.0205521,99.8277
15,0.0207375,99.8105
16,0.0203499,99.8277
17,0.0208144,99.8105
18,0.0207094,99.7933
19,0.0207807,99.7416
20,0.0213015,99.7244
21,0.0208083,99.8277
22,0.0214526,99.7416
23,0.0214272,99.7244
24,0.0210023,99.7588
25,0.0211094,99.7244
26,0.0217906,99.7244
27,0.0215991,99.7244
28,0.0217434,99.5866
29,0.0219056,99.7071
30,0.0213668,99.7588
31,0.0216387,99.7416
32,0.022168,99.6899
33,0.0218584,99.6899
34,0.0218505,99.7588
35,0.021582,99.7588
36,0.0211831,99.7071
37,0.0219783,99.6899
38,0.0218731,99.7588
39,0.0213189,99.7933
40,0.0211597,99.7588
41,0.0222639,99.7244
42,0.0214853,99.7588
43,0.0215387,99.7071
44,0.022159,99.7071
45,0.0218135,99.7761
46,0.0217336,99.7588
