epoch,train_loss,train_acc,test_acc
1,0.0349846,99.2433,51.63
2,0.0324632,99.423,71.48
3,0.0306197,99.522,78.65
4,0.0293805,99.5417,81.6
5,0.0386421,99.4694,82.94
6,0.0377562,99.4556,83.97
7,0.0368194,99.4839,84.82
8,0.0360692,99.4967,85.34
9,0.035634,99.4817,85.73
10,0.0351784,99.4883,86.1
11,0.0348879,99.4811,86.38
12,0.0344161,99.5022,86.73
13,0.0340601,99.4939,86.93
14,0.0337814,99.4972,87.16
15,0.0335949,99.4994,87.33
16,0.0334907,99.4683,87.43
17,0.0332504,99.4817,87.58
18,0.0329457,99.4944,87.7
19,0.0328311,99.47,87.85
20,0.0326358,99.4933,88.01
21,0.0325256,99.4828,88.05
22,0.0324202,99.4839,88.23
23,0.0323015,99.4722,88.32
24,0.032356,99.4617,88.37
25,0.0321882,99.455,88.38
26,0.0321567,99.4689,88.45
27,0.0320333,99.47,88.46
28,0.0318447,99.4628,88.5
29,0.0318075,99.465,88.57
30,0.0318305,99.455,88.62
31,0.0315813,99.4656,88.69
32,0.0316583,99.4578,88.71
33,0.0314896,99.4694,88.83
34,0.031461,99.4656,88.83
35,0.03135,99.4628,88.99
36,0.0314043,99.46,88.98
37,0.0313027,99.4472,89.03
38,0.0312426,99.4606,89.08
39,0.0311765,99.4456,89.11
40,0.0311652,99.44,89.17
41,0.0311325,99.445,89.23
42,0.0310965,99.4478,89.25
43,0.0310965,99.4239,89.2
44,0.030903,99.4517,89.22
45,0.0309418,99.4517,89.25
46,0.0309086,99.4528,89.27
