round,loss,train_acc
1,0.0179551,99.6693
2,0.0152098,99.938
3,0.0137593,99.9897
4,0.0125954,100
5,0.0180423,100
6,0.0171101,100
7,0.0170283,99.9655
8,0.0163225,99.9655
9,0.0160908,99.9828
10,0.016036,99.9311
11,0.0154712,99.9483
12,0.015221,99.9828
13,0.0149279,99.9655
14,0.015638,99.9311
15,0.0154707,99.9483
16,0.0149714,99.9655
17,0.0150673,99.9483
18,0.0147974,99.9483
19,0.0150136,99.8794
20,0.0148812,99.9311
21,0.0146799,99.9139
22,0.0144402,99.9655
23,0.0148038,99.9139
24,0.014694,99.9139
25,0.0143823,99.9139
26,0.0148654,99.9139
27,0.0148405,99.8966
28,0.0148013,99.9139
29,0.0143174,99.9139
30,0.0153796,99.8966
31,0.0152441,99.8622
32,0.0143706,99.9139
33,0.0149698,99.8794
34,0.0146685,99.8622
35,0.0146183,99.845
36,0.0148374,99.9139
37,0.0148818,99.8794
38,0.0150812,99.8966
39,0.0147961,99.8966
40,0.0145369,99.8622
41,0.0146548,99.8966
42,0.014868,99.845
43,0.0147817,99.8794
44,0.0158853,99.8105
45,0.0147491,99.8966
46,0.0143461,99.845
