epoch,train_loss,train_acc,test_acc
1,0.0321636,99.2387,52.04
2,0.0297308,99.3807,61.89
3,0.0280589,99.4273,66.88
4,0.0268477,99.4557,70.29
5,0.0339236,99.3611,72.69
6,0.0330537,99.3928,74.47
7,0.0323205,99.3956,75.7
8,0.0317281,99.4083,76.95
9,0.0311267,99.4256,78.08
10,0.0307599,99.4217,79.17
11,0.030434,99.4206,80.05
12,0.0300167,99.4361,80.66
13,0.0297964,99.4172,81.12
14,0.0295054,99.4356,81.41
15,0.029305,99.4428,81.91
16,0.0290678,99.4283,82.26
17,0.0289593,99.4306,82.61
18,0.0287504,99.4244,83.03
19,0.0286055,99.4306,83.17
20,0.028416,99.43,83.3
21,0.0282587,99.4383,83.62
22,0.0282377,99.45,83.85
23,0.0280993,99.4361,83.99
24,0.0279018,99.4339,84.23
25,0.0278597,99.4467,84.37
26,0.0277063,99.4511,84.57
27,0.0275949,99.4478,84.61
28,0.0276306,99.4456,84.81
29,0.0274583,99.455,84.86
30,0.0274549,99.4428,85.06
31,0.0272041,99.4617,85.05
32,0.027285,99.46,85.18
33,0.027232,99.4522,85.23
34,0.0271692,99.4467,85.35
35,0.0270548,99.4456,85.45
36,0.0270058,99.4417,85.5
37,0.0268361,99.4556,85.58
38,0.0268702,99.4411,85.66
39,0.0268802,99.4356,85.68
40,0.0268768,99.4411,85.8
41,0.0264858,99.4556,85.89
42,0.0267027,99.4528,85.97
43,0.0266012,99.4472,86
44,0.0265386,99.4472,86.1
45,0.026449,99.4556,86.22
46,0.0264418,99.4622,86.22
47,0.026421,99.4461,86.32
48,0.0262745,99.4561,86.2
49,0.0261962,99.4756,86.3
50,0.0261383,99.4611,86.29
