round,loss,train_acc
1,0.0118899,99.8036
2,0.0102543,99.9303
3,0.00913623,99.9747
4,0.00874158,99.9747
5,0.0129481,99.9366
6,0.0125458,99.9578
7,0.0121611,99.9472
8,0.0122108,99.9472
9,0.012037,99.9683
10,0.0117846,99.9472
11,0.0120597,99.9366
12,0.0116007,99.9683
13,0.0118528,99.9261
14,0.0117554,99.9472
15,0.0116954,99.9472
16,0.0118378,99.905
17,0.011524,99.9683
18,0.0112481,99.9472
19,0.0116375,99.9366
20,0.0120153,99.905
21,0.0116269,99.905
22,0.0116503,99.9155
23,0.0116827,99.8839
24,0.0115601,99.9261
25,0.0114384,99.9366
26,0.0113083,99.9472
27,0.0116234,99.9155
28,0.0116606,99.905
29,0.0118505,99.8522
30,0.011733,99.905
31,0.0116481,99.8839
32,0.0112637,99.9366
33,0.011503,99.8944
34,0.0114373,99.8944
35,0.011085,99.9261
36,0.0120886,99.8733
37,0.012159,99.8733
38,0.0116745,99.8839
39,0.0116076,99.8416
40,0.0117745,99.8944
41,0.0113932,99.8944
42,0.0116933,99.8733
43,0.0115361,99.9155
44,0.0119337,99.8627
45,0.0116934,99.8944
46,0.0113705,99.8944
47,0.0112904,99.8944
48,0.0112073,99.8839
49,0.011487,99.8839
50,0.0114987,99.8733
