round,loss,train_acc
1,0.0299963,99.3158
2,0.0266501,99.3982
3,0.0245832,99.4425
4,0.0233424,99.4678
5,0.0314441,99.282
6,0.0313508,99.3242
7,0.0296565,99.3876
8,0.0289551,99.4404
9,0.0277733,99.5143
10,0.0283127,99.4615
11,0.0281991,99.451
12,0.027143,99.4932
13,0.0273438,99.4615
14,0.0280213,99.4826
15,0.0276142,99.4826
16,0.0262198,99.5777
17,0.0278661,99.4404
18,0.0268471,99.4298
19,0.0264616,99.5143
20,0.0267182,99.451
21,0.026651,99.4826
22,0.0267172,99.546
23,0.0267774,99.4615
24,0.026358,99.546
25,0.027138,99.4087
26,0.0258058,99.4932
27,0.0262231,99.4826
28,0.026495,99.5354
29,0.0260864,99.5249
30,0.0257814,99.4615
31,0.0254082,99.5249
32,0.025988,99.4826
33,0.0261597,99.4615
34,0.0255235,99.5249
35,0.0262528,99.4826
36,0.0262889,99.3242
37,0.0259692,99.4721
38,0.0267177,99.4193
39,0.0264484,99.4615
40,0.026201,99.4298
41,0.0254797,99.5249
42,0.0268622,99.4615
43,0.0256991,99.451
44,0.0258708,99.451
45,0.0260469,99.4721
46,0.025758,99.5143
47,0.0259195,99.4615
48,0.0262746,99.3982
49,0.0263607,99.4932
50,0.0257395,99.3876
