sweep_id,run_id,date_time_started,num_processes,num_nodes,data_distribution,epochs_to_80,run_time_seconds
2,fixed_ppn_n2_p8_rep1_j201386,2026-05-17_15-15-55,16,2,label_shard_noniid,8,8.70595
2,fixed_ppn_n2_p8_rep2_j201386,2026-05-17_15-16-05,16,2,label_shard_noniid,8,9.91306
2,fixed_ppn_n2_p8_rep3_j201386,2026-05-17_15-16-16,16,2,label_shard_noniid,8,10.1284
2,fixed_ppn_n3_p8_rep1_j201387,2026-05-17_15-15-56,24,3,label_shard_noniid,4,19.2265
2,fixed_ppn_n3_p8_rep2_j201387,2026-05-17_15-16-16,24,3,label_shard_noniid,3,19.1888
2,fixed_ppn_n3_p8_rep3_j201387,2026-05-17_15-16-37,24,3,label_shard_noniid,3,21.2682
2,fixed_ppn_n4_p8_rep1_j201388,2026-05-17_15-15-59,32,4,label_shard_noniid,4,6.64872
2,fixed_ppn_n4_p8_rep2_j201388,2026-05-17_15-16-07,32,4,label_shard_noniid,4,6.78862
2,fixed_ppn_n4_p8_rep3_j201388,2026-05-17_15-16-15,32,4,label_shard_noniid,4,6.78293
2,fixed_total_n3_p16_rep1_j201389,2026-05-17_15-15-59,48,3,label_shard_noniid,5,10.2722
2,fixed_total_n3_p16_rep2_j201389,2026-05-17_15-16-11,48,3,label_shard_noniid,5,10.2583
2,fixed_total_n3_p16_rep3_j201389,2026-05-17_15-16-23,48,3,label_shard_noniid,5,10.3796
2,fixed_total_n4_p12_rep1_j201390,2026-05-17_15-16-24,48,4,label_shard_noniid,6,6.54895
2,fixed_total_n4_p12_rep2_j201390,2026-05-17_15-16-32,48,4,label_shard_noniid,5,6.7937
2,fixed_total_n4_p12_rep3_j201390,2026-05-17_15-16-40,48,4,label_shard_noniid,5,6.83466
2,fixed_total_n6_p8_rep1_j201391,2026-05-17_15-16-35,48,6,label_shard_noniid,5,9.04177
2,fixed_total_n6_p8_rep2_j201391,2026-05-17_15-16-45,48,6,label_shard_noniid,5,9.38434
2,fixed_total_n6_p8_rep3_j201391,2026-05-17_15-16-56,48,6,label_shard_noniid,5,10.1334
2,fixed_total_n8_p6_rep1_j201392,2026-05-17_15-17-01,48,8,label_shard_noniid,6,16.5399
2,fixed_total_n8_p6_rep2_j201392,2026-05-17_15-17-19,48,8,label_shard_noniid,5,16.4818
2,fixed_total_n8_p6_rep3_j201392,2026-05-17_15-17-37,48,8,label_shard_noniid,5,16.497
