epoch,train_loss,train_acc,test_acc
1,0.169602,95.0097,70.01
2,0.149154,95.6157,77.24
3,0.140861,95.8237,81.09
4,0.135992,95.973,81.75
5,0.135826,95.9722,82.12
6,0.134289,96.03,81.78
7,0.13288,96.045,83.26
8,0.131814,96.1261,83.32
9,0.130548,96.1661,83.38
10,0.129455,96.2122,84.54
11,0.128548,96.2261,83.4
12,0.128003,96.2456,84.2
13,0.127074,96.2933,84.41
14,0.126364,96.2967,83.79
15,0.125779,96.3044,83.2
16,0.125274,96.3056,83.37
17,0.124706,96.3372,84.28
18,0.124106,96.3761,83.82
19,0.123723,96.36,84.46
20,0.123425,96.3628,84.24
21,0.122959,96.4006,84.52
22,0.122317,96.4261,84.19
23,0.122294,96.41,83.98
24,0.121581,96.4422,84.27
25,0.121434,96.4433,84.48
26,0.120896,96.4817,84.15
27,0.120749,96.4494,84.29
28,0.120612,96.4672,83.76
29,0.120215,96.4844,84.7
30,0.119695,96.4917,84.62
31,0.119543,96.4961,83.45
32,0.119133,96.5039,84.32
33,0.119129,96.5156,84.76
34,0.118825,96.5328,84.49
35,0.118556,96.5467,85.05
36,0.118394,96.5244,84.34
37,0.118063,96.5367,84.98
38,0.117804,96.5639,84.03
39,0.117556,96.5622,85.02
40,0.117442,96.5389,84.64
