round,loss,train_acc
1,0.0261082,99.5169
2,0.0228869,99.7393
3,0.0210661,99.7776
4,0.0193323,99.8083
5,0.0270689,99.7188
6,0.0257042,99.7699
7,0.0245163,99.7955
8,0.0236383,99.7572
9,0.0228113,99.7955
10,0.022422,99.8083
11,0.0221469,99.7699
12,0.0219968,99.7699
13,0.0217139,99.7444
14,0.0212569,99.7955
15,0.0208861,99.7572
16,0.0206271,99.7699
17,0.020317,99.7316
18,0.0200197,99.7316
19,0.0203005,99.706
20,0.0200136,99.7572
21,0.0195762,99.7827
22,0.01982,99.7316
23,0.0193995,99.7188
24,0.0194741,99.7572
25,0.0195813,99.706
26,0.0191134,99.7699
27,0.0191883,99.7699
28,0.0195302,99.7444
29,0.0188843,99.7699
30,0.0184609,99.7955
31,0.0184943,99.7699
32,0.018515,99.7444
33,0.0183549,99.7827
34,0.0183275,99.7827
35,0.0187168,99.706
36,0.018121,99.7699
37,0.0178831,99.7955
38,0.0179681,99.8083
39,0.0179528,99.7827
40,0.0181958,99.7955
41,0.0186073,99.7316
42,0.0178187,99.7955
43,0.0179575,99.7699
44,0.0181424,99.7188
45,0.0180355,99.7955
46,0.0180672,99.7827
47,0.0177872,99.7316
48,0.0178981,99.7827
49,0.0176321,99.7699
50,0.0175539,99.7955
