round,loss,train_acc
1,0.0305181,99.5015
2,0.026584,99.7776
3,0.0240464,99.8926
4,0.0224671,99.9003
5,0.0299246,99.8083
6,0.0280682,99.8594
7,0.0274363,99.8211
8,0.0261484,99.8211
9,0.0255543,99.8722
10,0.0250984,99.7827
11,0.0247063,99.8338
12,0.0243602,99.7572
13,0.0239614,99.7827
14,0.0235074,99.7316
15,0.0235741,99.7699
16,0.0229245,99.8211
17,0.0228649,99.706
18,0.0226671,99.706
19,0.0227867,99.7444
20,0.0222983,99.7444
21,0.022788,99.7188
22,0.0223701,99.6933
23,0.0226079,99.6805
24,0.0222657,99.6677
25,0.0218769,99.6933
26,0.0221311,99.706
27,0.0213929,99.6933
28,0.0216556,99.6805
29,0.0215541,99.6549
30,0.0211312,99.6677
31,0.0210009,99.6421
32,0.0215074,99.6038
33,0.0213362,99.6677
34,0.021636,99.6677
35,0.0211452,99.6293
36,0.0210859,99.6805
37,0.0212365,99.6421
38,0.0212072,99.6677
39,0.0210362,99.6421
40,0.0205539,99.7188
41,0.0203956,99.6549
42,0.0209109,99.6677
43,0.0209195,99.6421
44,0.0204408,99.6421
45,0.0207054,99.7444
46,0.0203681,99.6421
47,0.0202165,99.6805
48,0.0204994,99.6933
49,0.0202179,99.6549
50,0.0205395,99.6677
