round,loss,train_acc
1,0.031745,99.5882
2,0.0280817,99.7276
3,0.0255946,99.7846
4,0.0240697,99.8036
5,0.0309964,99.7572
6,0.0299584,99.7572
7,0.028952,99.7466
8,0.0280884,99.7466
9,0.0272972,99.7149
10,0.0265279,99.6938
11,0.0255051,99.7255
12,0.0259057,99.6727
13,0.0253753,99.736
14,0.0249457,99.7044
15,0.0242156,99.736
16,0.0243073,99.7044
17,0.0240647,99.6621
18,0.0237778,99.6516
19,0.0236677,99.6938
20,0.0234084,99.6938
21,0.023397,99.6832
22,0.023173,99.6621
23,0.0229321,99.6621
24,0.0232028,99.6199
25,0.0225506,99.6516
26,0.0227375,99.6621
27,0.0226158,99.641
28,0.022634,99.641
29,0.0226772,99.6621
30,0.022335,99.6621
31,0.0221393,99.7044
32,0.0222836,99.6621
33,0.0220693,99.7149
34,0.0220981,99.5988
35,0.0213853,99.6938
36,0.0217897,99.6832
37,0.0217245,99.6938
38,0.0215844,99.6621
39,0.0217061,99.6516
40,0.0214031,99.6938
41,0.0216185,99.6621
42,0.0213248,99.6621
43,0.0211743,99.6938
44,0.0211868,99.6304
45,0.0210195,99.6727
46,0.0214011,99.6516
47,0.0214121,99.6304
48,0.0209888,99.6727
49,0.0210446,99.6727
50,0.0210622,99.6199
51,0.0207186,99.6621
52,0.0209775,99.6516
