round,loss,train_acc
1,0.0555202,98.9812
2,0.0508802,99.3574
3,0.0476511,99.4984
4,0.0448859,99.5925
5,0.0595694,99.582
6,0.0572985,99.4253
7,0.0538835,99.5559
8,0.0522618,99.5298
9,0.0502366,99.6081
10,0.0494946,99.5559
11,0.0489706,99.5559
12,0.0470485,99.6081
13,0.0462524,99.4775
14,0.0452158,99.582
15,0.0440443,99.6865
16,0.0443865,99.6081
17,0.0429671,99.582
18,0.0431169,99.5298
19,0.0425296,99.6343
20,0.0429941,99.5559
21,0.0415224,99.582
22,0.0408242,99.5298
23,0.0411375,99.6343
24,0.0401472,99.6343
25,0.0399367,99.6081
26,0.0397342,99.6081
27,0.0392501,99.6343
28,0.0393837,99.582
29,0.0387392,99.6604
30,0.0391376,99.5559
31,0.0387721,99.582
32,0.0378024,99.6604
33,0.0389472,99.5298
34,0.0380739,99.4514
35,0.0376512,99.5559
36,0.0373326,99.6343
37,0.0380006,99.5559
38,0.0381699,99.6081
39,0.0365956,99.6865
40,0.03705,99.5298
41,0.0367992,99.6081
42,0.0363591,99.6343
43,0.0365372,99.5037
44,0.0362854,99.5037
45,0.0365356,99.6081
46,0.035462,99.6081
47,0.0361931,99.4514
48,0.0357252,99.582
49,0.0358128,99.5037
50,0.0359197,99.5559
