epoch,train_loss,train_acc,test_acc
1,0.0379128,99.2343,46.6
2,0.0353208,99.4313,66.12
3,0.0334359,99.5303,73.86
4,0.0319514,99.6037,77.4
5,0.0440184,99.4917,79.65
6,0.0427106,99.5156,81.24
7,0.0418115,99.5489,82.36
8,0.0409947,99.5339,83.03
9,0.0403637,99.5356,83.99
10,0.0398881,99.5372,84.55
11,0.03919,99.555,85.08
12,0.0388322,99.5489,85.47
13,0.0383226,99.5583,85.73
14,0.0382669,99.545,86.08
15,0.0379033,99.56,86.35
16,0.037744,99.5322,86.65
17,0.0373419,99.5467,86.91
18,0.0374223,99.5306,87.09
19,0.0370701,99.5261,87.25
20,0.0368008,99.5394,87.45
21,0.0367204,99.5217,87.58
22,0.0367083,99.5178,87.66
23,0.0366657,99.5039,87.81
24,0.0363063,99.5206,87.94
25,0.0363637,99.4956,88.05
26,0.0361592,99.5067,88.13
27,0.0361635,99.4956,88.19
28,0.035943,99.5017,88.33
29,0.0360761,99.49,88.4
30,0.0358813,99.4844,88.54
31,0.0357655,99.485,88.58
32,0.0357242,99.4794,88.67
33,0.0356302,99.4622,88.71
34,0.0355651,99.4694,88.81
35,0.0354031,99.4822,88.88
36,0.0354402,99.4739,88.89
37,0.0354979,99.465,88.97
38,0.0353702,99.4689,88.95
39,0.0352677,99.4906,89.01
40,0.0352744,99.4817,89.06
41,0.0351066,99.4867,89.07
42,0.0352623,99.4661,89.1
43,0.0352253,99.4411,89.13
44,0.0350564,99.4444,89.16
45,0.0351005,99.4522,89.16
46,0.0351176,99.4439,89.28
47,0.0349233,99.4428,89.31
48,0.0349886,99.4544,89.29
49,0.0350084,99.4372,89.32
50,0.034802,99.4411,89.32
