epoch,train_loss,train_acc,test_acc
1,0.0335835,99.2353,56.8
2,0.0312271,99.3907,72.47
3,0.0294209,99.4697,78.61
4,0.0282949,99.497,81.61
5,0.0362224,99.4239,83.19
6,0.0352798,99.4367,84.32
7,0.0345301,99.4444,85.21
8,0.0338668,99.445,85.92
9,0.0333316,99.4633,86.3
10,0.0327542,99.455,86.71
11,0.0324269,99.4622,86.95
12,0.0322417,99.4617,87.1
13,0.0318299,99.4672,87.36
14,0.0315226,99.4606,87.54
15,0.031276,99.4672,87.76
16,0.0309817,99.4589,87.88
17,0.0309504,99.4644,87.98
18,0.0307402,99.4611,88.1
19,0.0305865,99.4678,88.18
20,0.030348,99.4711,88.34
21,0.0302619,99.4589,88.38
22,0.0300888,99.4661,88.4
23,0.0299864,99.4639,88.53
24,0.0300244,99.4511,88.53
25,0.0298139,99.4617,88.65
26,0.0295221,99.4628,88.76
27,0.0295633,99.4589,88.72
28,0.0294883,99.4572,88.82
29,0.0293976,99.4672,88.83
30,0.0293803,99.455,88.88
31,0.0291862,99.4728,88.9
32,0.0291326,99.4672,88.94
33,0.0290354,99.4544,88.96
34,0.0289552,99.4617,89
35,0.0288953,99.4567,89.09
36,0.0288139,99.4744,89.05
37,0.0286815,99.4622,89.09
38,0.028624,99.4567,89.07
39,0.0287244,99.4589,89.11
40,0.0286131,99.4561,89.11
41,0.0285668,99.4556,89.15
42,0.0285489,99.4506,89.19
43,0.0284428,99.4594,89.19
44,0.0283455,99.4589,89.2
45,0.0282941,99.4761,89.19
46,0.0283524,99.4606,89.26
47,0.0282168,99.455,89.28
48,0.0281226,99.4622,89.25
49,0.0281323,99.4706,89.3
50,0.0281376,99.4572,89.34
51,0.0280071,99.4739,89.33
