round,loss,train_acc
1,0.0513138,98.875
2,0.0467396,99.145
3,0.0432896,99.26
4,0.0414792,99.31
5,0.0501344,99.1417
6,0.0481495,99.225
7,0.0473111,99.2667
8,0.0457704,99.325
9,0.0458763,99.1833
10,0.0450044,99.2667
11,0.0444005,99.25
12,0.0443029,99.2083
13,0.0438269,99.3
14,0.0433263,99.2417
15,0.0429875,99.2333
16,0.0429819,99.2667
17,0.0429349,99.2333
18,0.0421093,99.1917
19,0.0420618,99.2083
20,0.0421184,99.2333
21,0.0413193,99.2583
22,0.0414185,99.2667
23,0.0410448,99.2667
24,0.0416933,99.2
25,0.040597,99.2917
26,0.0411018,99.275
27,0.0414508,99.125
28,0.0408235,99.125
29,0.0403247,99.275
30,0.0403779,99.1667
31,0.0402322,99.2667
32,0.0402905,99.1083
33,0.0398421,99.25
34,0.0398804,99.1833
35,0.0399671,99.2083
36,0.0398178,99.2
37,0.0394584,99.175
38,0.0392586,99.1917
39,0.0395915,99.2583
40,0.039679,99.225
41,0.0391833,99.2
42,0.0399094,99.2083
43,0.0392139,99.2
44,0.0392933,99.1917
45,0.0386766,99.2667
46,0.0393809,99.175
47,0.0387187,99.2583
48,0.0387767,99.1917
49,0.0388635,99.2167
50,0.0386559,99.25
