round,loss,train_acc
1,0.0271081,99.4984
2,0.0248953,99.6708
3,0.0232126,99.8433
4,0.0223169,99.8276
5,0.0335569,99.8433
6,0.0323068,99.8694
7,0.0323771,99.8433
8,0.0318581,99.8955
9,0.0320897,99.7649
10,0.0316026,99.7649
11,0.0311198,99.791
12,0.032743,99.7388
13,0.0320015,99.7126
14,0.0325145,99.7388
15,0.0333321,99.6343
16,0.0335281,99.5559
17,0.0331137,99.6865
18,0.0338174,99.5298
19,0.0324478,99.6343
20,0.0327093,99.582
21,0.0327694,99.6081
22,0.03233,99.6343
23,0.0342769,99.5559
24,0.0333132,99.4514
25,0.0340891,99.5037
26,0.0346726,99.4514
27,0.0341354,99.4514
28,0.0351609,99.4775
29,0.0332718,99.5298
30,0.0330263,99.5559
31,0.0341162,99.582
32,0.0345172,99.5298
33,0.034333,99.4253
34,0.0337208,99.4514
35,0.0347633,99.4775
36,0.0348737,99.5037
37,0.0338897,99.6081
38,0.0349017,99.3208
39,0.034494,99.5559
40,0.0353772,99.5037
